ps000 000 2
rll000 000 3
ps100 100 2
rll100 100 3
ps010 010 2
rll010 010 3
ps001 001 2
rll001 001 3
ps110 110 2
rll110 110 3
ps101 101 2
rll101 101 3
ps011 011 2
rll011 011 3
ps111 111 2
rll111 111 3
ps200 200 2
rll200 200 3
ps020 020 2
rll020 020 3
ps002 002 2
rll002 002 3
